"img-link href","photo-count","list-view-price","list-view-date","celly","celly 2","celly 3","celly 4","list-view-header","list-view-location","img-wrp href","he-lazy-image src","listing-card--owner-info__firm-name","he-lazy-image src 2","eids-badge__description","eids-badge__label","he-lazy-image src 3"
"https://www.hepsiemlak.com/kayseri-melikgazi-gultepe-kiralik/daire/4453-8601","20","17.000","31-12-2024","3 +
                          1","170 m²","11
                        Yaşında","6. Kat","Gültepe Mah. Geniş Bakımlı 3+1 Kiralık Daire","Kayseri / Melikgazi / Gültepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/akdamar-emlak-4453","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/9/7/3/0/8/3/4/13ad6f75-6e2b-475e-988c-7f5150cfa8ef.jpeg","Akdamar Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/5/4/4/0/0/0964d9a6-d7a8-4e01-bb8a-d17a696fc1d8.jpg","","",""
"https://www.hepsiemlak.com/kayseri-kocasinan-sahabiye-kiralik/daire/146197-33","8","12.000","31-12-2024","3 +
                          1","140 m²","31
                        Yaşında","Yüksek Giriş","Sahabiye Barış Manço Parkı Yakını Zemin Kat Kombili","Kayseri / Kocasinan / Sahabiye Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/9/4/6/9/8/3/4/6db55e0b-27f5-47f5-8028-d988faee02b1.jpeg","","","","",""
"https://www.hepsiemlak.com/kayseri-melikgazi-sirintepe-kiralik/daire/142468-323","13","9.500","31-12-2024","3 +
                          1","140 m²","15
                        Yaşında","8. Kat","Mimsin Şirintepe Mahallesinde Kiralık 3+1 Daire","Kayseri / Melikgazi / Şirintepe Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/4/8/0/3/9/3/4/ffe71f47-7cf6-4ee2-a535-5d5b8d33016f.jpg","","","","",""
"https://www.hepsiemlak.com/kayseri-kocasinan-seker-kiralik/daire/145234-274","14","17.500","31-12-2024","2 +
                          1","100 m²","3
                        Yaşında","2. Kat","Şeker Mah. İnci Cadde Projesinde Kiralık 2+1 Daire","Kayseri / Kocasinan / Şeker Mah.","https://www.hepsiemlak.com/emlak-ofisi/dunya-emlak-145234","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/3/6/1/6/6/3/4/734e6fbd-a0cb-4fb9-8839-88eada4a12f5.jpeg","Dünya Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/3/2/5/4/1/cbf7a21a-873a-4c7b-90ab-1564fb9af3ca.jpg","","",""
"https://www.hepsiemlak.com/kayseri-melikgazi-mimarsinan-kiralik/daire/91207-3270","30","9.999","31-12-2024","3 +
                          1","125 m²","Sıfır Bina","3. Kat","Toki 2. Bölge Kiralık, Sıfır, Ara Kat, 3+1","Kayseri / Melikgazi / Mimarsinan Mah.","https://www.hepsiemlak.com/emlak-ofisi/maxbir-birikim-91207","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/8/0/6/0/9/3/4/05d6ebd9-362b-4bed-962f-d9c953b94f59.jpeg","Maxbir Birikim","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/0/2/1/9/0/ede43efe-8409-4041-810f-d5bfcc3221fd.png","","",""
"https://www.hepsiemlak.com/kayseri-kocasinan-fevzi-cakmak-kiralik/daire/129301-727","16","7.500","31-12-2024","2 +
                          1","104 m²","31
                        Yaşında","Zemin","Maxbir Premıum Fevzi Çakmak Kiralık Daire","Kayseri / Kocasinan / Fevzi Çakmak Mah.","https://www.hepsiemlak.com/emlak-ofisi/maxbir-premium-129301","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/6/9/5/0/9/3/4/3f42e8f3-b854-4f46-8a47-bac5c8760eb9.jpeg","Maxbir Premium","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/0/3/9/2/1/943e1d8d-496f-4478-adf0-3ceb45e34514.jpg","","",""
"https://www.hepsiemlak.com/kayseri-talas-mevlana-kiralik/daire/133756-564","15","12.500","31-12-2024","2 +
                          1","110 m²","4
                        Yaşında","3. Kat","Talas Papatya Caddesi Yanında Kiralık 2+1 Apartman Dairesi !","Kayseri / Talas / Mevlana Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/4/9/1/0/8/3/4/fb9e9439-c74d-46bc-8f24-e7d12d597c20.jpeg","","","","",""
"https://www.hepsiemlak.com/kayseri-talas-mevlana-kiralik/daire/148635-33","25","12.500","31-12-2024","3 +
                          1","165 m²","6
                        Yaşında","1. Kat","Talas Mevlana Mah 3+1 Temiz Kiralık Daire","Kayseri / Talas / Mevlana Mah.","https://www.hepsiemlak.com/emlak-ofisi/akay-gayrimenkul-148635","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/5/3/2/9/7/3/4/1733130905925-43792353.jpg","Akay Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/3/6/8/4/1/4bf6781a-ddbf-4fdf-8cfb-e61d4f889d36.jpg","","",""
"https://www.hepsiemlak.com/kayseri-kocasinan-alsancak-kiralik/daire/84609-3494","35","25.000","31-12-2024","3 +
                          1","185 m²","Sıfır Bina","13. Kat","Re/max Katılım/ Ş. Dedeoğlu İnşaat 3,5+1 Lüx Kiralık Daire","Kayseri / Kocasinan / Alsancak Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/2/5/4/5/7/3/4/4bd9e70e-ee74-4d4d-aa13-cf957a754a95.jpeg","","","","",""
"https://www.hepsiemlak.com/kayseri-develi-bahcelievler-kiralik/daire/147535-366","26","11.000","31-12-2024","4 +
                          1","220 m²","16
                        Yaşında","Ara Kat","Mekan Gayrimenkul'den Bahçelievler'de Kiralık 2 Katlı, 4+1 Odalı Müstakil Ev","Kayseri / Develi / Bahçelievler Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/2/0/0/7/6/3/4/1167c400-e684-4016-8805-00b0f6f063ce.jpg","","","","",""
"https://www.hepsiemlak.com/kayseri-melikgazi-mimarsinan-kiralik/daire/122596-1154","15","9.000","31-12-2024","2 +
                          1","110 m²","Sıfır Bina","2. Kat","Marvel'den Mimarsinan Mah. Toki 2. Etap 2+1 Kiralık Sıfır Daire","Kayseri / Melikgazi / Mimarsinan Mah.","https://www.hepsiemlak.com/emlak-ofisi/marvel-gayrimenkul-122596","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/9/0/1/8/8/3/4/24e53a35-d5e0-410b-a6f2-060bd9539eef.jpeg","Marvel Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/9/5/2/2/1/39f37a4a-5a11-4065-92c7-b7a30037b5d0.jpg","","",""
"https://www.hepsiemlak.com/kayseri-kocasinan-fevzi-cakmak-kiralik/daire/144566-97","12","13.000","31-12-2024","3 +
                          1","165 m²","16
                        Yaşında","2. Kat","Nato Caddesi Üzerinde Kiralık 3+1 Daire.","Kayseri / Kocasinan / Fevzi Çakmak Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/2/0/5/6/8/3/4/d92d5f0e-b1ec-462d-b6ff-c6a2375a3df8.jpeg","","","","",""
"https://www.hepsiemlak.com/kayseri-talas-mevlana-kiralik/daire/153607-26","14","11.500","31-12-2024","2 +
                          1","100 m²","Sıfır Bina","9. Kat","Talas Mevlanada Kiralık Sıfır 2+1 Daire","Kayseri / Talas / Mevlana Mah.","https://www.hepsiemlak.com/emlak-ofisi/forex-gayrimenkul-153607/yusuf-karabulut-4329354","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/4/5/5/1/9/3/4/eb669315-9220-41a7-9e9d-52e8930b053e.jpeg","Forex Gayrimenkul","","","","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/4/5/3/9/2/3/4/a71a51fd-0380-488f-8369-943330cbcedb.jpg"
"https://www.hepsiemlak.com/kayseri-melikgazi-19-mayis-kiralik/daire/130149-433","14","13.000","31-12-2024","3 +
                          1","150 m²","14
                        Yaşında","12. Kat","Kiralık 3+1 Daire","Kayseri / Melikgazi / 19 Mayıs Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/4/3/8/7/3/3/4/935191e9-ba86-45f1-859c-e947fe4fed36.jpg","","","","",""
"https://www.hepsiemlak.com/kayseri-talas-yenidogan-kiralik/daire/124673-266","25","14.000","31-12-2024","2 +
                          1","125 m²","5
                        Yaşında","1. Kat","Talas Yenidoğan/ Tramvay Önünde Teras Balkonlu Kiralık 2+1 Daire","Kayseri / Talas / Yenidoğan Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/7/7/6/9/5/3/4/0ce176c4-10dc-4756-9df9-73941ba0131d.jpeg","","","","",""
"https://www.hepsiemlak.com/kayseri-kocasinan-fevzi-cakmak-kiralik/daire/129622-968","17","12.000","31-12-2024","3 +
                          1","160 m²","21
                        Yaşında","3. Kat","Remax Peradan Fevziçakmak Da Kiralık Daire","Kayseri / Kocasinan / Fevzi Çakmak Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-pera-129622","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/2/6/9/2/1/cf116f2e-2a2e-48bb-a022-6786318eede0.jpg","Remax Pera","","","",""
"https://www.hepsiemlak.com/kayseri-kocasinan-orucreis-kiralik/daire/146107-28","20","15.000","31-12-2024","3 +
                          1","165 m²","1
                        Yaşında","3. Kat","Kumsmal Toki'de  3+1 Ara Kat Kiralık Daire","Kayseri / Kocasinan / Oruçreis Mah.","","","","","","",""
"https://www.hepsiemlak.com/kayseri-talas-mevlana-kiralik/daire/145369-55","25","13.000","31-12-2024","3 +
                          1","165 m²","5
                        Yaşında","4. Kat","Talas Mevlana Mah. Tramvay Yakını Kiralık Daire","Kayseri / Talas / Mevlana Mah.","","","","","","",""
"https://www.hepsiemlak.com/kayseri-talas-mevlana-kiralik/daire/152291-103","23","15.000","01-01-2025","3 +
                          1","135 m²","1
                        Yaşında","7. Kat","Yaşar Gyo'dan Mevlana Mah Nlc Park 2'de Kiralık Daire","Kayseri / Talas / Mevlana Mah.","https://www.hepsiemlak.com/emlak-ofisi/yasar-gayrimenkul-talas-152291","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/2/2/8/2/7/3/4/13078a1d-131d-4272-b06f-e528aeb37670.jpg","Yaşar Gayrimenkul Talas","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/9/2/2/5/1/a238e2e6-4680-48aa-9326-2b90b642353b.jpg","","",""
"https://www.hepsiemlak.com/kayseri-kocasinan-barbaros-kiralik/daire/117773-335","24","25.000","31-12-2024","4 +
                          1","245 m²","5
                        Yaşında","1. Kat","Kayseri Kocasinan Sümer Kiralık 4+1 Daire 3v Konut Rezıdans","Kayseri / Kocasinan / Barbaros Mah.","https://www.hepsiemlak.com/emlak-ofisi/emko-gayrimenkul-117773","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/1/4/7/2/3/3/4/2eefb766-7cc0-46f9-876f-38f08f31a690.jpeg","Emko Gayrimenkul","https://www.hepsiemlak.com/img/loadings/noImage55-55.png","","",""
"https://www.hepsiemlak.com/kayseri-kocasinan-mevlana-kiralik/daire/76658-589","8","9.000","31-12-2024","2 +
                          1","125 m²","21
                        Yaşında","Yüksek Giriş","Kiralık Daire Mevlana Mahallesi M.K.Paşa Bulvarı Üzeri","Kayseri / Kocasinan / Mevlana Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/0/4/2/7/6/3/4/cd07532f-192b-4904-ba99-626f82ba0f72.jpeg","","","","",""
"https://www.hepsiemlak.com/kayseri-talas-bahcelievler-kiralik/daire/117916-1645","19","9.500","31-12-2024","2 +
                          1","125 m²","16
                        Yaşında","2. Kat","Talas Bahçelievler'de 2+1 Mutfak Ayrı Kiralık Daire","Kayseri / Talas / Bahçelievler Mah.","https://www.hepsiemlak.com/emlak-ofisi/alkayalar-emlak-117916","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/6/7/5/0/9/3/4/63fbffca-c202-4f83-8547-be0a4300c7e3.jpeg","Alkayalar Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/1/9/7/1/1/c469cd31-dfaf-41e1-b8d9-e56ba686758b.jpg","","",""
"https://www.hepsiemlak.com/kayseri-develi-guneyasagi-kiralik/daire/135461-1637","13","8.500","31-12-2024","2 +
                          1","115 m²","4
                        Yaşında","En Üst Kat","Kiralık Daire","Kayseri / Develi / Güneyaşağı Mah.","https://www.hepsiemlak.com/emlak-ofisi/atmaca-gayrimenkul-135461","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/8/7/2/6/8/3/4/1734182201-1056762-43862787.jpeg","Atmaca Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/6/4/5/3/1/e984d896-730e-4692-9b45-eef0333823ac.jpg","","",""
"https://www.hepsiemlak.com/kayseri-melikgazi-aydinlikevler-kiralik/daire/129301-690","20","14.500","31-12-2024","3 +
                          1","175 m²","5
                        Yaşında","12. Kat","Aydınlık Evler De 3+1 Kiralık Daire Rüstem Gökoluk","Kayseri / Melikgazi / Aydınlıkevler Mah.","https://www.hepsiemlak.com/emlak-ofisi/maxbir-premium-129301","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/1/9/5/0/9/3/4/c510ebe1-d4bc-4be4-8871-e2f39af88dc3.jpeg","Maxbir Premium","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/0/3/9/2/1/943e1d8d-496f-4478-adf0-3ceb45e34514.jpg","","",""
"https://www.hepsiemlak.com/kayseri-melikgazi-alpaslan-kiralik/daire/152290-459","22","16.500","31-12-2024","3 +
                          1","196 m²","21
                        Yaşında","8. Kat","Alpaslan Miraç Sitesinde 4+1 Den 3+1 Dönüştürülmüş Kiralık Daire","Kayseri / Melikgazi / Alpaslan Mah.","https://www.hepsiemlak.com/emlak-ofisi/yasar-gayrimenkul-152290","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/5/8/0/7/8/3/4/01889797-af04-4c0f-bff7-288d73a88606.jpeg","Yaşar Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/9/2/2/5/1/41a7edb6-0d42-4db9-b423-8de23cdbfe6f.jpg","","",""
"https://www.hepsiemlak.com/kayseri-kocasinan-osmangazi-kiralik/daire/133756-554","15","15.000","31-12-2024","4 +
                          1","185 m²","2
                        Yaşında","2. Kat","Erkilet Osmangazi Mah. 4+1 Kiralık Daireler","Kayseri / Kocasinan / Osmangazi Mah.","https://www.hepsiemlak.com/emlak-ofisi/ferhat-kidam-mulk-ofisi-133756/ferhat-kidam-3558641","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/2/9/1/0/8/3/4/7d61e9ce-d1d7-4e8c-b4ef-171bd2a69e4f.jpeg","Ferhat Kıdam Mülk Ofisi","","","","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/1/4/6/8/5/5/3/0c528915-3a9d-4bbc-b8fc-b5c548525572.jpg"
"https://www.hepsiemlak.com/kayseri-melikgazi-alpaslan-kiralik/daire/84609-3493","35","33.000","31-12-2024","5 +
                          2","450 m²","21
                        Yaşında","14. Kat","Alparslan Mükkemmel Konum'da Ultra Lüx 5+2 Dubleks Kiralık Daire","Kayseri / Melikgazi / Alpaslan Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/2/5/4/5/7/3/4/a0267a3c-9f03-4e46-970c-d86256963968.jpeg","","","","",""
"https://www.hepsiemlak.com/kayseri-develi-asik-seyrani-kiralik/daire/147535-341","19","11.500","31-12-2024","3 +
                          1","130 m²","Sıfır Bina","Ara Kat","Mekan Gayrimenkul'den 3+1 Sıfır Kiralık Daire","Kayseri / Develi / Aşık Seyrani Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/2/9/7/9/5/3/4/d3da18c3-be98-40ed-8e39-b7d59acd53b2.jpg","","","","",""
"https://www.hepsiemlak.com/kayseri-melikgazi-fatih-kiralik/daire/142468-326","12","13.000","31-12-2024","4 +
                          1","220 m²","3
                        Yaşında","4. Kat","Mimsin Toki Yolu Üzeri 4+1 Kiralık Daire","Kayseri / Melikgazi / Fatih Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/4/5/5/4/9/3/4/25dfa1e6-ac89-4a08-922d-55479e2ef2ed.jpg","","","","",""
"https://www.hepsiemlak.com/kayseri-talas-mevlana-kiralik/daire/141363-248","12","13.500","31-12-2024","3 +
                          1","165 m²","10
                        Yaşında","14. Kat","Big/max Gold'dan Talas Mevlana Mah. Kiralık 3+1 Daire","Kayseri / Talas / Mevlana Mah.","https://www.hepsiemlak.com/emlak-ofisi/big-max-gold-141363","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/7/6/5/1/8/3/4/b2c6ef8e-0dea-411d-8ec4-bb4cd10602b5.jpg","Big Max Gold","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/6/3/1/4/1/9f49c017-88ce-4b1e-954d-8332bd1604cb.jpg","","",""
"https://www.hepsiemlak.com/kayseri-kocasinan-zumrut-kiralik/daire/91207-3264","28","15.999","31-12-2024","3 +
                          1","165 m²","Sıfır Bina","10. Kat","Zümrüt Mh. Sıfır Lüx 3,5 +1 Cam Balkonlu, Mükemmel Konum","Kayseri / Kocasinan / Zümrüt Mah.","https://www.hepsiemlak.com/emlak-ofisi/maxbir-birikim-91207","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/8/0/6/0/9/3/4/38cc19c4-2b95-4708-bf59-0bcd12889aed.jpeg","Maxbir Birikim","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/0/2/1/9/0/ede43efe-8409-4041-810f-d5bfcc3221fd.png","","",""
"https://www.hepsiemlak.com/kayseri-talas-mevlana-kiralik/daire/149668-45","13","12.450","31-12-2024","2 +
                          1","110 m²","Sıfır Bina","7. Kat","Türkay'dan Talas Mevlanada Kiralık Daireler","Kayseri / Talas / Mevlana Mah.","https://www.hepsiemlak.com/emlak-ofisi/turkay-gayrimenkul-149668","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/2/6/8/8/6/3/4/3be38af7-29c8-47a5-b5b4-122e8ebf87b6.jpeg","Türkay Gayrimenkul","https://www.hepsiemlak.com/img/loadings/noImage55-55.png","","",""
"https://www.hepsiemlak.com/kayseri-melikgazi-fatih-kiralik/daire/149686-75","14","10.500","31-12-2024","3 +
                          1","155 m²","5
                        Yaşında","7. Kat","Mimsin Malatya Yol Üzerinde Kiralık 3+1 Daire","Kayseri / Melikgazi / Fatih Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/9/7/8/8/6/3/4/573fc424-74dc-49de-bad8-0fdf8d1e6068.jpeg","","","","",""
"https://www.hepsiemlak.com/kayseri-develi-bahcebasi-kiralik/daire/147536-352","4","7.000","31-12-2024","2 +
                          1","110 m²","7
                        Yaşında","3. Kat","( Develi ) City Gayrimenkul' Den - Bahçebaşı Mah. 2+1 Kiralık Daire","Kayseri / Develi / Bahçebaşı Mah.","https://www.hepsiemlak.com/emlak-ofisi/city-gayrimenkul-danismanlik-147536/erkan-tunk-4180954","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/8/6/0/4/7/3/4/8ec73754-63e6-442b-a2d8-7e34cc06fe09.jpg","City Gayrimenkul Danışmanlık","","","","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/4/5/9/0/8/1/4/0c8c7ab9-fc76-4db2-93ee-41666b09ab19.jpg"
"https://www.hepsiemlak.com/kayseri-melikgazi-alpaslan-kiralik/daire/132355-574","22","13.000","31-12-2024","3 +
                          1","175 m²","31
                        Yaşında","3. Kat","Sivas Caddesi 3+1 Merkezi Konumda Kiralık Daire","Kayseri / Melikgazi / Alpaslan Mah.","https://www.hepsiemlak.com/emlak-ofisi/century21-zirve-132355","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/4/8/9/0/6/3/4/ad7fe16f-e108-4123-aa50-ec7298504e31.jpeg","Century21 Zirve","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/5/3/2/3/1/cab70fc6-aef1-423a-a557-f7aa6e560729.jpg","","",""
"https://www.hepsiemlak.com/kayseri-talas-mevlana-kiralik/daire/138294-367","8","13.000","31-12-2024","1 +
                          1","75 m²","8
                        Yaşında","3. Kat","Vb Grup - Talas Mevlana 1+1 Full Eşyalı Kiralık Daire","Kayseri / Talas / Mevlana Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/6/8/8/0/8/3/4/1734681264-4533749-43808865.jpeg","","","","",""
"https://www.hepsiemlak.com/kayseri-kocasinan-hoca-ahmet-yesevi-kiralik/daire/141587-222","8","11.000","31-12-2024","3 +
                          1","165 m²","12
                        Yaşında","4. Kat","Hoca Ahmet Yesevide Kiralık Daire","Kayseri / Kocasinan / Hoca Ahmet Yesevi Mah.","https://www.hepsiemlak.com/emlak-ofisi/pera-talas-gayrimenkul-141587/sirri-bozcali-3985627","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/6/1/6/0/8/3/4/1733322498-78223-43806167.jpeg","Pera Talas Gayrimenkul","","","","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/7/2/6/5/8/9/3/ae4ea992-7150-42b6-bae5-964deaa2938d.jpg"
"https://www.hepsiemlak.com/kayseri-develi-harman-kiralik/daire/144515-25","10","13.000","31-12-2024","2 +
                          1","105 m²","Sıfır Bina","Ara Kat","Özülkü Emlak'tan Tekir Caddesinde Kiralık Daire","Kayseri / Develi / Harman Mah.","https://www.hepsiemlak.com/emlak-ofisi/ozulku-emlak-144515","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/7/8/5/9/3/3/4/dd87a1ad-b4d7-457a-aa1e-666753147e31.jpg","Özülkü Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/1/5/4/4/1/14c4d4cf-f5e2-4cf0-96d2-7694043e1f62.jpg","","",""
"https://www.hepsiemlak.com/kayseri-talas-bahcelievler-kiralik/daire/153607-36","13","35.000","31-12-2024","4 +
                          1","200 m²","1
                        Yaşında","2. Kat","Talas Bahçelievler Afm Eylül Sitesinde Kiralık 4+1 Sıfır Daire","Kayseri / Talas / Bahçelievler Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/0/6/5/1/9/3/4/4082d85f-2d33-4d08-9214-fb227cb112e6.jpeg","","","","",""
"https://www.hepsiemlak.com/kayseri-kocasinan-erkilet-kiralik/daire/149869-23","3","10.000","31-12-2024","2 +
                          1","120 m²","1
                        Yaşında","3. Kat","Kiralık Lüks Daire","Kayseri / Kocasinan / Erkilet Mah.","","","","","","",""
"https://www.hepsiemlak.com/kayseri-talas-yenidogan-kiralik/daire/0-43748637","3","7.000","24-11-2024","3 +
                          1","140 m²","10
                        Yaşında","7. Kat","Talas Yenidoğan 3+1 Evimize Erkek Ev Arkadaşı Arıyoruz","Kayseri / Talas / Yenidoğan Mah.","","","","","","",""
"https://www.hepsiemlak.com/kayseri-kocasinan-seyrani-kiralik/daire/129301-685","20","13.500","31-12-2024","3 +
                          1","175 m²","11
                        Yaşında","6. Kat","Seyrani Mah 3+1 Kombili Kiralık Daire Rüstem Gökoluk","Kayseri / Kocasinan / Seyrani Mah.","https://www.hepsiemlak.com/emlak-ofisi/maxbir-premium-129301","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/0/3/9/2/1/943e1d8d-496f-4478-adf0-3ceb45e34514.jpg","Maxbir Premium","","","",""
"https://www.hepsiemlak.com/kayseri-melikgazi-yildirim-beyazit-kiralik/daire/152290-458","23","17.000","31-12-2024","3 +
                          1","180 m²","11
                        Yaşında","13. Kat","Hulusi Akar Bulvarı Tramvay Güzergahında Kiralık Daire","Kayseri / Melikgazi / Yıldırım Beyazıt Mah.","https://www.hepsiemlak.com/emlak-ofisi/yasar-gayrimenkul-152290","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/4/8/0/7/8/3/4/e70b5c52-7b70-4d83-a654-bc1a5df215c0.jpeg","Yaşar Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/9/2/2/5/1/41a7edb6-0d42-4db9-b423-8de23cdbfe6f.jpg","","",""
"https://www.hepsiemlak.com/kayseri-melikgazi-gokkent-kiralik/daire/120578-1509","27","21.000","31-12-2024","3 +
                          1","170 m²","Sıfır Bina","5. Kat","Veranda Projesinde Kiralık Sıfır Daire","Kayseri / Melikgazi / Gökkent Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/0/3/4/4/6/3/4/7e3a8139-5dab-4ede-b98f-fb8ee53c735d.jpeg","","","","",""
"https://www.hepsiemlak.com/kayseri-develi-asik-seyrani-kiralik/daire/137627-180","5","11.000","31-12-2024","2 +
                          1","85 m²","1
                        Yaşında","Yüksek Giriş","Uğur Gayrimenkulden Kiralık Daire","Kayseri / Develi / Aşık Seyrani Mah.","https://www.hepsiemlak.com/emlak-ofisi/ugur-gayrimenkul-137627","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/0/7/5/4/9/3/4/4745e2d7-e548-4d6a-8606-6424c475ff0c.jpg","Uğur Gayrimenkul","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/2/6/7/3/1/87984839-bf52-4323-87f5-8b3333093614.jpg","","",""
"https://www.hepsiemlak.com/kayseri-talas-mevlana-kiralik/daire/117916-1643","17","13.000","31-12-2024","3 +
                          1","135 m²","16
                        Yaşında","2. Kat","Anayurt Pazar Yeri Yanı 3+1 Kiralık Daire","Kayseri / Talas / Mevlana Mah.","https://www.hepsiemlak.com/emlak-ofisi/alkayalar-emlak-117916","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/5/7/5/0/9/3/4/c5adcdf4-e7d4-493f-bc48-cc833b429b0b.jpeg","Alkayalar Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/1/9/7/1/1/c469cd31-dfaf-41e1-b8d9-e56ba686758b.jpg","","",""
"https://www.hepsiemlak.com/kayseri-kocasinan-seker-kiralik/daire/152291-300","13","11.000","02-01-2025","2 +
                          1","100 m²","Sıfır Bina","7. Kat","****şeker Şehir Hastanesi Karşısı Kiralık Daire****","Kayseri / Kocasinan / Şeker Mah.","https://www.hepsiemlak.com/emlak-ofisi/yasar-gayrimenkul-talas-152291","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/5/2/5/9/8/3/4/1734689878961-43895259.jpg","Yaşar Gayrimenkul Talas","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/9/2/2/5/1/a238e2e6-4680-48aa-9326-2b90b642353b.jpg","","",""
"https://www.hepsiemlak.com/kayseri-kocasinan-seker-kiralik/daire/142468-300","12","10.000","31-12-2024","3 +
                          1","155 m²","7
                        Yaşında","9. Kat","Şeker Toki Konutlarında Kiralık 3+1 Daire","Kayseri / Kocasinan / Şeker Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/4/4/9/9/8/3/4/42fb25d0-235f-4ade-8a89-ce53af58fc52.jpg","","","","",""
"https://www.hepsiemlak.com/kayseri-melikgazi-19-mayis-kiralik/daire/130149-489","12","12.500","31-12-2024","3 +
                          1","150 m²","11
                        Yaşında","12. Kat","Ars Group/ Kiralık 3+1 Daire","Kayseri / Melikgazi / 19 Mayıs Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/5/9/0/6/8/3/4/84538665-1bfc-40cb-9cb4-1b4332159f7f.jpeg","","","","",""
